questionType,asin,answerTime,unixTime,question,answerType,answer
yes/no,B00005B8G1,8 days ago,,I have seen a device called the GBA Worm Light (Screen Light for Gameboy Advance) does that mean you need light on the screen to see the game?,N,"No, the device is to allow you to play in the dark. The older game boy consoles are not ""back-lit"" this means that if there is no light around you won't be able to see the game. Like the screen on a TI-83 or most other older calculators."
yes/no,B00005B8G1,13-Jan-15,1421136000,Does it use batteries ?,Y,"Yes. To increase battery life, turn off color and volium"
open-ended,B00005B8G1,30-Nov-14,1417334400,what is the difference between the gba and the gba sp ?,,"The GBA SP is designed more like the old Game Boy Color, but it folds in the middle, making it more compact."
yes/no,B00005BOSF,31-Dec-14,1420012800,I am replacing a generic white wireless Gamecube controller. Will it's receiver work with a Wavebird?,N,"No, the official Nintendo wave bird receiver is necessary. Other 3rd party receivers won't operate on the same fequencies"
yes/no,B00005BOSF,25-Dec-14,1419494400,Does it come with the receiver?,?,"Make sure to go through the list of sellers. Not every seller includes the receiver. The one I bought did not include one, though I already had one from my now busted Wavebird."
yes/no,B00005BOSF,10-May-14,1399705200,does it work with the wii?,Y,"It works with a Wii just fine. It won't work with a Wii-U because there aren't any controller ports, but it works with a Wii."
yes/no,B00005BOSF,25-Apr-14,1398409200,Does it come with the receiver ?,?,"Mine came with a receiver, I just wish the controller worked a bit more."
yes/no,B00005BOSF,22-Jul-14,1406012400,will these controllers work wirelessly with wii to play mario kart purchased through wii shop?,Y,it works on the wii so i am assuming yes it will work for mario kart
yes/no,B00005LBHM,24-Apr-14,1398322800,does the save work?,Y,Yes the save works. They actually replaced the save battery with a brand new one so the save will work for many more years.
open-ended,B00005LBHM,16-Oct-14,1413442800,I have a GBA and tried playing on that but after a few minutes the game will crash and all my progress will be deleted,,"Either your GBA is malfunctioning, or the game is. Try another game to test your GBA. Also, try cleaning the pins on the game with a Qtip and rubbing alcohol. - DAMP NOT WET. MAKE SURE TO LET THE GAME DRY COMPLETELY BEFORE USING IT. The game will not save your progress if it needs a new battery. If it keeps crashing, then it is definitely defective."
open-ended,B00005LBHM,30-May-14,1401433200,The game comes with the all box stuff?,,"No it does not come with the box or anything. Mine came in a game boy color cartridge case with a new battery. If you want one still in a box, it will cost a lot of money because most kids opened the box and then threw it away."
yes/no,B00005LBHM,9-May-14,1399618800,Can you play this on the Gameboy Advance sp?,Y,"yes you can, I play it on mine all the time."
open-ended,B00005NIMB,10-Aug-13,1376118000,Work fine in Win7 64bits ? to Il2 saga ... Thanks,,"Been using it with Windows 7 64 bit for years, works perfectly under that OS with native support."
yes/no,B00005NIMB,14-May-14,1400050800,"Will this work on Win8 64bits? I will play mostly the ""Battlefield"" games.",N,"Not sure. I play BF4 on Win7 Pro without any issues, however."
yes/no,B00005NIMB,9-Feb-15,1423468800,Does it come with a power chord?,?,Mine did yes
yes/no,B00005NIMB,3-Oct-14,1412319600,Will this work on windows XP?,Y,"Yes. When I had that joystick, I was using a machine running XP"
yes/no,B00005NIMB,2-Oct-14,1412233200,Does it work with mac?,?,"It does work with Windows 8 with default Drivers, I don't think Microsoft had made new drivers available for MAC. You might have to use built in default Drivers to make it work. Also without Microsoft Driver suppose you will not have FORCEFEEDBACK feature turned on."
yes/no,B00005NIMB,16-Jul-14,1405494000,Can you lock the ruder axis so the stick no longer twists?,N,"No you cannot. Not on the stick itself. But most who buy the twist handle ""rudder"" type sticks need/love that feature. You could buy a generic stick without twist handle to fit your specific needs."
yes/no,B00005NIMB,22-Jun-14,1403420400,does this stick come with usb connection?,Y,Yes
yes/no,B00005NIMB,13-Feb-14,1392278400,"Is this joystick the ""later"" version with the red trigger button? Some pictures of the actual item would be helpful in making my purchase decision. Please post some pictures, Thanks, Dennis Boyd.",?,"Hi Dennis The one I purchased has a silver grey trigger button. And it is flawless, works great."
yes/no,B00005NIMA,4-Mar-15,1425456000,Does it work well on windows 8.1?,?,Yes I am still using mine without any issues
yes/no,B00005NIMA,10-Jun-14,1402383600,Can you use this with a laptop?,Y,"As long as it has a USB port it should work fine. Windows xp and windows 7 work fine, I'm sure windows 8 should work as well."
open-ended,B00005NIMA,17-Dec-13,1387267200,"Just bought a used Sidewinder Precision 2 joystick to work with my old Combat Flight Simulator but, though it loaded, it doesn't work. Any thoughts?",,"Windows 7 does NOT like the device driver for that game. CFS 2 and 3 work under Win 7 and the joystick works FINE for them and all other games I have - including the Battlefield series including 3 and 4, but the first CFS game does NOT work with that joystick. I have searched for a solution but they are complicated and do not seem to work."
yes/no,B00005NIMA,20-Mar-14,1395298800,Is this a USB stick?,?,yes mine is. but be careful some are not. the old models are not usb
open-ended,B00005NIMA,12-Oct-13,1381561200,Need a good joystick to play old game. Microsoft combat flight simulator. Any suggestions?,,"The microsoft Sidewinder Precision 2 joystick works great, and has all the functionality it needs. What I really love about that joystick is it lasts forever. I've been through many joysticks and I've had really bad luck with newer, digital joysticks. If you take apart the sidewinder you will see it's an analog joystick and personally it seems to last much longer even treating it harshly."
open-ended,B00005NIMA,5-Aug-13,1375686000,Work in win7 64bits?,,"Yes and no. After I wrote my initial review on the Sidewinder, it worked great for about a week. Afterwards, it was hit or miss as to when it would work. I finally gave up and got this instead: http://www.amazon.com/gp/product/B001CXYMFS/ref=wms_ohs_product?ie=UTF8&psc=1 No problems since!"
yes/no,B00005NIMA,14-Jul-14,1405321200,Does anyone happen to have the software that they could upload somewhere? I bought this without the CD and I want to use it on my Windows 98 machine.,?,i am not sure i do beleave it did NOT come with software but i will look for some
open-ended,B00005NIMA,13-Aug-13,1376377200,"I down loaded f18 carrier landing to my ""I MAC"" computer can I use a joy stick also I have OS mountain loin program the down version is 5.5 from Rortos",,It may not work with an Apple product...the joystick is a Microsoft product...they (Microsoft & Apple) don't play together!
yes/no,B00005QEFD,12-Nov-14,1415779200,Does your system come with all the cords and controller?,Y,"YES! It MUST come with controller and all cables. According to the UPC, that is what the system came with so according to Amazon's policy, it MUST come with all those cables and controller. All the people selling them without them are violating Amazon's policy."
open-ended,B00005QEFD,17-Dec-14,1418803200,"I'm sorry, I've looked at all the questions and answers but I thought I should ask again: Does it come with all the necessary wires and one controller",,"Yes, it comes with all necessary wires and a controller."
open-ended,B00005QEFD,5-Feb-15,1423123200,The gamecube I bought has a broken disc reader and was very filthy when I took it out of the box. I.E. cobwebs and caked on dust.,,This isn't a question
yes/no,B00005QEFD,4 days ago,,Does the system come with the game where the bunny chases carrots?,N,No it does not
yes/no,B00005QEFD,19 days ago,,does it comes in with the original box,Y,It will say in the description of the item what it all includes.
open-ended,B00005QEFD,16-Apr-15,1429167600,Will this be able to hook up to an HDTV? Specifially a Samsung Smart TV?,,"The Gamecube only supports AV cables. So if your TV has AV ports, which it most likely does, then it should work but there is not a way to play games in HD."
yes/no,B00005QEFD,25-Feb-15,1424851200,Does this one come with the cords and controler?,Y,Yes
yes/no,B00005QEFD,15-Feb-15,1423987200,Does it come with any games?,Y,Yes
yes/no,B00005QEFD,30-Dec-14,1419926400,Does it come with a memory card?,?,No it doesn't . The only thing it comes with its Is the console itself everything else is sold separately.
yes/no,B00005QEFD,8-Oct-14,1412751600,does it come with acontroller,?,Yep sorry I thought I mentioned that in the review. Cheers
yes/no,B0000695GX,3-Aug-14,1407049200,are any of the roller coaster tycoons playable on windows 8?,Y,I play my roller coaster tycoon 2 on windows 8. Runs perfectly fine and isn't buggy. Just like when I was running it on windows 7!!
yes/no,B0000695GX,22-May-14,1400742000,Is this game playable on Windows 7?,Y,Yes it is
yes/no,B0000695GX,11-Feb-15,1423641600,Will the first RollerCoster Tycoon work on Mac?,Y,Yes
open-ended,B0000695GX,2-Feb-15,1422864000,how do i play this game if my macbook has no disc drive?,,"Well, I don't have a Mac book I have a Sony Vaio Laptop, sorry. I think you need to buy something like a small box that connects to your laptop so you can put in CDs. All in all, fun game."
open-ended,B0000695GX,5-Sep-14,1409900400,What version would work best on win 7?,,Windows 98/2000/Me/XP will all work with a windows 7 computer
open-ended,B0000695GX,24-Jun-14,1403593200,What about Windows 8?,,No. When I looked into upgrading to windows 8 that was one of the programs it listed as being non-compatible
yes/no,B0000695GX,17-Jun-14,1402988400,Will this work with windows 7?,Y,"It should, I use it on an old laptop that hasn't been updated in years, and it works great."
yes/no,B0000695GX,17-Nov-14,1416211200,Will this game work on a Mac?,Y,Yes
yes/no,B0000695GX,3-Aug-14,1407049200,are any of the roller coaster tycoons playable on windows 8?,Y,I play my roller coaster tycoon 2 on windows 8. Runs perfectly fine and isn't buggy. Just like when I was running it on windows 7!!
